Day,Confirmed,Deaths,Recovered,Active,Incident_Rate,Case_Fatality_Ratio
2020-11-14,222,9,189.0,24.0,356.4947890739165,4.054054054054054
2020-11-14,71,1,70.0,0.0,234.8116545953633,1.408450704225352
2020-11-14,254,1,240.0,13.0,386.488131466829,0.3937007874015748
2020-11-14,1003,48,815.0,140.0,588.2732450043695,4.785643070787637
2020-11-14,1152981,45449,0.0,1107532.0,2059.7332485369047,3.941868946669546
2020-11-14,15,0,13.0,2.0,430.66322136089576,0.0
2020-11-14,887,1,742.0,144.0,2632.750586209967,0.1127395715896279
2020-11-14,363,25,329.0,9.0,426.89810894721984,6.887052341597796
2020-11-14,13,1,12.0,0.0,260.05201040208044,7.6923076923076925
2020-11-14,46359,846,0.0,45513.0,2463.807397959184,1.82488837119006
2020-11-14,2,0,2.0,0.0,,
2020-11-14,80135,3280,0.0,76855.0,1466.7874727728663,4.093092905721595
2020-11-14,720,6,695.0,19.0,1859.6001859600185,0.8333333333333334
2020-11-14,0,0,0.0,0.0,,
2020-11-14,64881,2191,0.0,62690.0,2067.195564901549,3.3769516499437437
2020-11-15,3,0,3.0,0.0,19.99733368884149,0.0
2020-11-15,222,9,189.0,24.0,356.4947890739165,4.054054054054054
2020-11-15,71,1,70.0,0.0,234.8116545953633,1.408450704225352
2020-11-15,254,1,240.0,13.0,386.488131466829,0.3937007874015748
2020-11-15,1003,48,816.0,139.0,588.2732450043695,4.785643070787637
2020-11-15,1174979,45592,0.0,1129387.0,2099.031391352193,3.880239561728337
2020-11-15,15,0,13.0,2.0,430.66322136089576,0.0
2020-11-15,902,1,754.0,147.0,2677.272862188715,0.1108647450110864
2020-11-15,363,25,329.0,9.0,426.89810894721984,6.887052341597796
2020-11-15,13,1,12.0,0.0,260.05201040208044,7.6923076923076925
2020-11-15,46831,855,0.0,45976.0,2488.892431972789,1.825713736627448
2020-11-15,2,0,2.0,0.0,,
2020-11-15,81294,3280,0.0,78014.0,1488.0017571797266,4.034738111053707
2020-11-15,720,6,695.0,19.0,1859.6001859600185,0.8333333333333334
2020-11-15,0,0,0.0,0.0,,
2020-11-15,66214,2207,0.0,64007.0,2109.666730389345,3.333131966049476
2020-11-16,3,0,3.0,0.0,19.99733368884149,0.0
2020-11-16,223,9,189.0,25.0,358.1006214571323,4.035874439461884
2020-11-16,71,1,70.0,0.0,234.8116545953633,1.408450704225352
2020-11-16,257,2,240.0,15.0,391.05295191722456,0.7782101167315175
2020-11-16,1046,48,816.0,182.0,613.4933342717552,4.588910133843212
2020-11-16,1194402,45783,0.0,1148619.0,2133.7294469891312,3.833131558721436
2020-11-16,15,0,13.0,2.0,430.66322136089576,0.0
2020-11-16,907,1,768.0,138.0,2692.1136208482976,0.1102535832414553
2020-11-16,363,25,329.0,9.0,426.89810894721984,6.887052341597796
2020-11-16,13,1,12.0,0.0,260.05201040208044,7.6923076923076925
2020-11-16,47162,869,0.0,46293.0,2506.483843537415,1.8425851320978757
2020-11-16,3,0,2.0,0.0,,
2020-11-16,82011,3286,0.0,78725.0,1501.125693262314,4.006779578349246
2020-11-16,720,6,695.0,19.0,1859.6001859600185,0.8333333333333334
2020-11-16,0,0,0.0,0.0,,
2020-11-16,67106,2209,0.0,64897.0,2138.0870451793794,3.291806991923226
2020-11-17,3,0,3.0,0.0,19.99733368884149,0.0
2020-11-17,223,9,189.0,25.0,358.1006214571323,4.035874439461884
2020-11-17,71,1,70.0,0.0,234.8116545953633,1.408450704225352
2020-11-17,257,2,241.0,14.0,391.05295191722456,0.7782101167315175
2020-11-17,1046,48,818.0,180.0,613.4933342717552,4.588910133843212
2020-11-17,1211951,46301,0.0,1165650.0,2165.079711025204,3.8203689753133583
2020-11-17,15,0,13.0,2.0,430.66322136089576,0.0
2020-11-17,915,2,775.0,138.0,2715.8588347036302,0.2185792349726776
2020-11-17,364,25,332.0,7.0,428.0741367955593,6.868131868131868
2020-11-17,13,1,12.0,0.0,260.05201040208044,7.6923076923076925
2020-11-17,47711,878,0.0,46833.0,2535.6611394557817,1.84024648403932
2020-11-17,3,0,2.0,0.0,,
2020-11-17,83259,3323,0.0,79936.0,1523.9690297073196,3.9911601148224216
2020-11-17,720,6,695.0,19.0,1859.6001859600185,0.8333333333333334
2020-11-17,0,0,0.0,0.0,,
2020-11-17,67811,2243,0.0,65568.0,2160.5492894921304,3.307722935806875
2020-11-18,3,0,3.0,0.0,19.99733368884149,0.0
2020-11-18,224,9,196.0,19.0,359.7064538403482,4.017857142857143
2020-11-18,71,1,70.0,0.0,234.8116545953633,1.408450704225352
2020-11-18,258,2,243.0,13.0,392.5745587340231,0.7751937984496124
2020-11-18,1068,48,852.0,168.0,626.3966357573945,4.49438202247191
2020-11-18,1229140,46724,0.0,1182416.0,2195.786856077117,3.801357046390159
2020-11-18,16,0,13.0,3.0,459.37410278495554,0.0
2020-11-18,926,2,790.0,134.0,2748.508503754712,0.2159827213822894
2020-11-18,364,25,332.0,7.0,428.0741367955593,6.868131868131868
2020-11-18,13,1,12.0,0.0,260.05201040208044,7.6923076923076925
2020-11-18,48229,889,0.0,47340.0,2563.190901360544,1.8432893072632648
2020-11-18,3,0,3.0,0.0,,
2020-11-18,84523,3377,0.0,81146.0,1547.105229440082,3.995362209102848
2020-11-18,720,6,695.0,19.0,1859.6001859600185,0.8333333333333334
2020-11-18,0,0,0.0,0.0,,
2020-11-18,68449,2284,0.0,66165.0,2180.876824061684,3.3367908954111822
2020-11-19,3,0,3.0,0.0,19.99733368884149,0.0
2020-11-19,226,9,200.0,17.0,362.9181186067798,3.982300884955752
2020-11-19,71,1,70.0,0.0,234.8116545953633,1.408450704225352
2020-11-19,258,2,243.0,13.0,392.5745587340231,0.7751937984496124
2020-11-19,1079,48,869.0,162.0,632.848286500214,4.448563484708063
2020-11-19,1249431,47140,0.0,1202291.0,2232.0355430425243,3.772917432015053
2020-11-19,16,0,13.0,3.0,459.37410278495554,0.0
2020-11-19,931,3,802.0,126.0,2763.3492624142946,0.322234156820623
2020-11-19,366,25,332.0,9.0,430.42619249223816,6.830601092896175
2020-11-19,13,1,12.0,0.0,260.05201040208044,7.6923076923076925
2020-11-19,48716,901,0.0,47815.0,2589.073129251701,1.8494950324328765
2020-11-19,3,0,3.0,0.0,,
2020-11-19,85612,3427,0.0,82185.0,1567.0382369630074,4.002943512591693
2020-11-19,721,6,698.0,17.0,1862.1829639960745,0.8321775312066574
2020-11-19,0,0,0.0,0.0,,
2020-11-19,69497,2307,0.0,67190.0,2214.2675078060283,3.319567751125948
2020-11-20,3,0,3.0,0.0,19.99733368884149,0.0
2020-11-20,227,9,200.0,18.0,364.5239509899956,3.9647577092511015
2020-11-20,71,1,70.0,0.0,234.8116545953633,1.408450704225352
2020-11-20,259,2,243.0,14.0,394.0961655508217,0.7722007722007722
2020-11-20,1080,48,869.0,163.0,633.4348002041068,4.444444444444445
2020-11-20,1267276,47576,0.0,1219700.0,2263.914593798904,3.754194035079967
2020-11-20,16,0,13.0,3.0,459.37410278495554,0.0
2020-11-20,943,3,820.0,120.0,2798.967083197293,0.3181336161187699
2020-11-20,368,25,332.0,11.0,432.77824818891713,6.793478260869565
2020-11-20,13,1,12.0,0.0,260.05201040208044,7.6923076923076925
2020-11-20,49085,913,0.0,48172.0,2608.684098639456,1.860038708363044
2020-11-20,3,0,3.0,0.0,,
2020-11-20,86630,3459,0.0,83171.0,1585.671663646514,3.9928431259378967
2020-11-20,726,6,698.0,22.0,1875.096854176352,0.8264462809917356
2020-11-20,0,0,0.0,0.0,,
2020-11-20,70517,2338,0.0,68179.0,2246.7660740457527,3.315512571436675
2020-11-21,3,0,3.0,0.0,19.99733368884149,0.0
2020-11-21,227,9,200.0,18.0,364.5239509899956,3.9647577092511015
2020-11-21,71,1,70.0,0.0,234.8116545953633,1.408450704225352
2020-11-21,261,2,245.0,14.0,397.1393791844188,0.7662835249042146
2020-11-21,1094,48,887.0,159.0,641.6459920586044,4.387568555758683
2020-11-21,1284891,47842,0.0,1237049.0,2295.3827629820707,3.723428679942501
2020-11-21,16,0,13.0,3.0,459.37410278495554,0.0
2020-11-21,953,3,848.0,102.0,2828.648600516459,0.3147953830010493
2020-11-21,368,25,332.0,11.0,432.77824818891713,6.793478260869565
2020-11-21,13,1,12.0,0.0,260.05201040208044,7.6923076923076925
2020-11-21,49442,923,0.0,48519.0,2627.65731292517,1.8668338659439343
2020-11-21,3,0,3.0,0.0,,
2020-11-21,87517,3496,0.0,84021.0,1601.907272161514,3.994652467520596
2020-11-21,746,6,700.0,40.0,1926.752414897464,0.8042895442359249
2020-11-21,0,0,0.0,0.0,,
2020-11-21,71533,2365,0.0,69168.0,2279.137194927675,3.3061663847455023
2020-11-22,3,0,3.0,0.0,19.99733368884149,0.0
2020-11-22,227,9,200.0,18.0,364.5239509899956,3.9647577092511015
2020-11-22,71,1,70.0,0.0,234.8116545953633,1.408450704225352
2020-11-22,261,2,245.0,14.0,397.1393791844188,0.7662835249042146
2020-11-22,1094,48,887.0,159.0,641.6459920586044,4.387568555758683
2020-11-22,1301559,48212,0.0,1253347.0,2325.159171948579,3.704173226108075
2020-11-22,16,0,13.0,3.0,459.37410278495554,0.0
2020-11-22,958,4,860.0,94.0,2843.489359176041,0.4175365344467641
2020-11-22,368,25,332.0,11.0,432.77824818891713,6.793478260869565
2020-11-22,13,1,12.0,0.0,260.05201040208044,7.6923076923076925
2020-11-22,49784,933,0.0,48851.0,2645.833333333333,1.8740960951309655
2020-11-22,3,0,3.0,0.0,,
2020-11-22,88361,3503,0.0,84858.0,1617.3558105906686,3.9644186915041706
2020-11-22,746,6,700.0,40.0,1926.752414897464,0.8042895442359249
2020-11-22,0,0,0.0,0.0,,
2020-11-22,72341,2376,0.0,69965.0,2304.881157203849,3.284444505881865
2020-11-23,4,0,3.0,1.0,26.663111585121985,0.0
2020-11-23,227,9,200.0,18.0,364.5239509899956,3.9647577092511015
2020-11-23,71,1,70.0,0.0,234.8116545953633,1.408450704225352
2020-11-23,265,2,245.0,18.0,403.22580645161287,0.7547169811320755
2020-11-23,1094,48,887.0,159.0,641.6459920586044,4.387568555758683
2020-11-23,1314888,48406,0.0,1266482.0,2348.970652337023,3.681378185822671
2020-11-23,16,0,13.0,3.0,459.37410278495554,0.0
2020-11-23,967,5,871.0,91.0,2870.20272476329,0.5170630816959669
2020-11-23,369,25,332.0,12.0,433.9542760372565,6.775067750677507
2020-11-23,13,1,12.0,0.0,260.05201040208044,7.6923076923076925
2020-11-23,50064,936,0.0,49128.0,2660.714285714286,1.8696069031639504
2020-11-23,3,0,3.0,0.0,,
2020-11-23,89310,3503,0.0,85807.0,1634.726264345725,3.9222931362669353
2020-11-23,746,6,700.0,40.0,1926.752414897464,0.8042895442359249
2020-11-23,0,0,0.0,0.0,,
2020-11-23,73233,2385,0.0,70848.0,2333.301471993883,3.256728524026054
2020-11-24,4,0,3.0,1.0,26.663111585121985,0.0
2020-11-24,227,9,200.0,18.0,364.5239509899956,3.9647577092511015
2020-11-24,71,1,70.0,0.0,234.8116545953633,1.408450704225352
2020-11-24,266,2,249.0,15.0,404.7474132684114,0.7518796992481203
2020-11-24,1124,48,937.0,139.0,659.2414031753852,4.270462633451957
2020-11-24,1324742,48941,0.0,1275801.0,2366.5742480867207,3.6943797358278063
2020-11-24,16,0,13.0,3.0,459.37410278495554,0.0
2020-11-24,981,5,885.0,91.0,2911.7568490101207,0.509683995922528
2020-11-24,369,25,336.0,8.0,433.9542760372565,6.775067750677507
2020-11-24,13,1,12.0,0.0,260.05201040208044,7.6923076923076925
2020-11-24,50143,947,0.0,49196.0,2664.9128401360545,1.8885986079811736
2020-11-24,3,0,3.0,0.0,,
2020-11-24,90081,3544,0.0,86537.0,1648.8386140244909,3.934236964509719
2020-11-24,746,6,700.0,40.0,1926.752414897464,0.8042895442359249
2020-11-24,0,0,0.0,0.0,,
2020-11-24,73828,2406,0.0,71422.0,2352.258968967056,3.2589261526792
2020-11-25,4,0,3.0,1.0,26.663111585121985,0.0
2020-11-25,239,9,205.0,25.0,383.79393958858566,3.7656903765690375
2020-11-25,71,1,70.0,0.0,234.8116545953633,1.408450704225352
2020-11-25,269,2,249.0,18.0,409.3122337188072,0.7434944237918215
2020-11-25,1147,48,960.0,139.0,672.7312183649171,4.184829991281604
2020-11-25,1340635,49545,0.0,1291090.0,2394.9661647956677,3.695636769142981
2020-11-25,16,0,13.0,3.0,459.37410278495554,0.0
2020-11-25,991,5,895.0,91.0,2941.438366329287,0.5045408678102926
2020-11-25,369,25,338.0,6.0,433.9542760372565,6.775067750677507
2020-11-25,13,1,12.0,0.0,260.05201040208044,7.6923076923076925
2020-11-25,50676,954,0.0,49722.0,2693.239795918367,1.8825479516931087
2020-11-25,3,0,3.0,0.0,,
2020-11-25,90961,3588,0.0,87373.0,1664.946094851097,3.944547663284265
2020-11-25,746,6,700.0,40.0,1926.752414897464,0.8042895442359249
2020-11-25,0,0,0.0,0.0,,
2020-11-25,74735,2446,0.0,72289.0,2381.1572038488503,3.272897571419014
2020-11-26,4,0,3.0,1.0,26.663111585121985,0.0
2020-11-26,241,9,206.0,26.0,387.0056043550174,3.734439834024896
2020-11-26,71,1,70.0,0.0,234.8116545953633,1.408450704225352
2020-11-26,269,2,249.0,18.0,409.3122337188072,0.7434944237918215
2020-11-26,1147,48,960.0,139.0,672.7312183649171,4.184829991281604
2020-11-26,1355272,49956,0.0,1305316.0,2421.114310826551,3.6860497376172456
2020-11-26,16,0,13.0,3.0,459.37410278495554,0.0
2020-11-26,991,5,903.0,83.0,2941.438366329287,0.5045408678102926
2020-11-26,369,25,338.0,6.0,433.9542760372565,6.775067750677507
2020-11-26,13,1,12.0,0.0,260.05201040208044,7.6923076923076925
2020-11-26,51118,962,0.0,50156.0,2716.730442176871,1.8819202629210845
2020-11-26,3,0,3.0,0.0,,
2020-11-26,92186,3639,0.0,88547.0,1687.3684403199534,3.9474540602694552
2020-11-26,746,6,700.0,40.0,1926.752414897464,0.8042895442359249
2020-11-26,0,0,0.0,0.0,,
2020-11-26,75986,2474,0.0,73512.0,2421.015739501689,3.255862922117232
2020-11-27,4,0,3.0,1.0,26.663111585121985,0.0
2020-11-27,242,9,207.0,26.0,388.6114367382333,3.71900826446281
2020-11-27,71,1,70.0,0.0,234.8116545953633,1.408450704225352
2020-11-27,269,2,249.0,18.0,409.3122337188072,0.7434944237918215
2020-11-27,1218,48,960.0,210.0,714.3736913412982,3.940886699507389
2020-11-27,1367546,50407,0.0,1317139.0,2443.041095303088,3.685945481907007
2020-11-27,16,0,13.0,3.0,459.37410278495554,0.0
2020-11-27,999,5,905.0,89.0,2965.183580184619,0.5005005005005005
2020-11-27,369,25,338.0,6.0,433.9542760372565,6.775067750677507
2020-11-27,13,1,12.0,0.0,260.05201040208044,7.6923076923076925
2020-11-27,51509,974,0.0,50535.0,2737.510629251701,1.890931681842008
2020-11-27,3,0,3.0,0.0,,
2020-11-27,93155,3676,0.0,89479.0,1705.1049731847052,3.946111319843272
2020-11-27,748,6,705.0,37.0,1931.917970969575,0.8021390374331551
2020-11-27,0,0,0.0,0.0,,
2020-11-27,77091,2494,0.0,74597.0,2456.222519594724,3.2351376944130963
2020-11-28,4,0,3.0,1.0,26.663111585121985,0.0
2020-11-28,247,9,211.0,27.0,396.6405986543125,3.643724696356276
2020-11-28,71,1,70.0,0.0,234.8116545953633,1.408450704225352
2020-11-28,274,2,252.0,20.0,416.9202678027997,0.7299270072992701
2020-11-28,1218,48,975.0,195.0,714.3736913412982,3.940886699507389
2020-11-28,1380869,50804,0.0,1330065.0,2466.841857041796,3.6791324883098975
2020-11-28,16,0,13.0,3.0,459.37410278495554,0.0
2020-11-28,1009,5,920.0,84.0,2994.865097503785,0.4955401387512388
2020-11-28,369,25,338.0,6.0,433.9542760372565,6.775067750677507
2020-11-28,13,1,12.0,0.0,260.05201040208044,7.6923076923076925
2020-11-28,51824,983,0.0,50841.0,2754.2517006802723,1.896804569311516
2020-11-28,3,0,3.0,0.0,,
2020-11-28,93943,3720,0.0,90223.0,1719.528490106712,3.959847992931884
2020-11-28,748,6,706.0,36.0,1931.917970969575,0.8021390374331551
2020-11-28,0,0,0.0,0.0,,
2020-11-28,78536,2523,0.0,76013.0,2502.262155101001,3.2125394723438934
2020-11-29,4,0,3.0,1.0,26.663111585121985,0.0
2020-11-29,251,9,213.0,29.0,403.0639281871758,3.585657370517928
2020-11-29,71,1,70.0,0.0,234.8116545953633,1.408450704225352
2020-11-29,274,2,252.0,20.0,416.9202678027997,0.7299270072992701
2020-11-29,1218,48,975.0,195.0,714.3736913412982,3.940886699507389
2020-11-29,1390923,50998,0.0,1339925.0,2484.802741116026,3.666486210954884
2020-11-29,16,0,13.0,3.0,459.37410278495554,0.0
2020-11-29,1014,5,932.0,77.0,3009.7058561633667,0.4930966469428008
2020-11-29,369,25,338.0,6.0,433.9542760372565,6.775067750677507
2020-11-29,13,1,12.0,0.0,260.05201040208044,7.6923076923076925
2020-11-29,52175,986,0.0,51189.0,2772.906037414966,1.8897939626257787
2020-11-29,3,0,3.0,0.0,,
2020-11-29,94689,3722,0.0,90967.0,1733.1832408983582,3.930762812998342
2020-11-29,748,6,706.0,36.0,1931.917970969575,0.8021390374331551
2020-11-29,0,0,0.0,0.0,,
2020-11-29,79540,2539,0.0,77001.0,2534.250939909514,3.192104601458386
2020-11-30,6,0,3.0,3.0,39.994667377682966,0.0
2020-11-30,260,9,214.0,37.0,417.5164196361184,3.4615384615384617
2020-11-30,71,1,70.0,0.0,234.8116545953633,1.408450704225352
2020-11-30,274,2,252.0,20.0,416.9202678027997,0.7299270072992701
2020-11-30,1299,48,1012.0,239.0,761.8813013566063,3.695150115473441
2020-11-30,1401792,51187,0.0,1350605.0,2504.219575112725,3.6515403141122222
2020-11-30,16,0,13.0,3.0,459.37410278495554,0.0
2020-11-30,1020,5,939.0,76.0,3027.5147665548657,0.4901960784313725
2020-11-30,369,25,338.0,6.0,433.9542760372565,6.775067750677507
2020-11-30,13,1,12.0,0.0,260.05201040208044,7.6923076923076925
2020-11-30,52465,996,0.0,51469.0,2788.3184523809527,1.898408462784713
2020-11-30,3,0,3.0,0.0,,
2020-11-30,95058,3725,0.0,91333.0,1739.9374004722422,3.918660186412506
2020-11-30,748,6,717.0,25.0,1931.917970969575,0.8021390374331551
2020-11-30,0,0,0.0,0.0,,
2020-11-30,80342,2540,0.0,77802.0,2559.8037341489835,3.1614846531079634
2020-12-01,6,0,3.0,3.0,39.994667377682966,0.0
2020-12-01,262,9,214.0,39.0,420.72808440255005,3.435114503816794
2020-12-01,72,1,71.0,0.0,238.11886099811488,1.3888888888888888
2020-12-01,285,2,254.0,29.0,433.6579427875837,0.7017543859649122
2020-12-01,1341,48,1012.0,281.0,786.5148769200991,3.5794183445190155
2020-12-01,1413410,51718,0.0,1361692.0,2524.9744538847963,3.6590939642425058
2020-12-01,16,0,13.0,3.0,459.37410278495554,0.0
2020-12-01,1030,5,950.0,75.0,3057.1962838740315,0.4854368932038835
2020-12-01,369,25,340.0,4.0,433.9542760372565,6.775067750677507
2020-12-01,13,1,12.0,0.0,260.05201040208044,7.6923076923076925
2020-12-01,52856,1011,0.0,51845.0,2809.0986394557817,1.9127440593310123
2020-12-01,3,0,3.0,0.0,,
2020-12-01,95811,3759,0.0,92052.0,1753.7202789522814,3.923349093527883
2020-12-01,750,6,720.0,24.0,1937.083527041686,0.8
2020-12-01,0,0,0.0,0.0,,
2020-12-01,81009,2563,0.0,78446.0,2581.055247562608,3.1638459924205957
2020-12-02,6,0,3.0,3.0,39.994667377682966,0.0
2020-12-02,267,9,215.0,43.0,428.7572463186292,3.3707865168539324
2020-12-02,72,1,71.0,0.0,238.11886099811488,1.3888888888888888
2020-12-02,285,2,256.0,27.0,433.6579427875837,0.7017543859649122
2020-12-02,1397,48,1012.0,337.0,819.3596443380901,3.435934144595562
2020-12-02,1426733,52273,0.0,1374460.0,2548.775215623504,3.663824976362081
2020-12-02,17,0,15.0,2.0,488.0849842090152,0.0
2020-12-02,1035,5,954.0,76.0,3072.037042533614,0.4830917874396135
2020-12-02,369,25,344.0,0.0,433.9542760372565,6.775067750677507
2020-12-02,13,1,12.0,0.0,260.05201040208044,7.6923076923076925
2020-12-02,53272,1015,0.0,52257.0,2831.207482993197,1.90531611353056
2020-12-02,3,0,3.0,0.0,,
2020-12-02,96762,3797,0.0,92965.0,1771.1273406183077,3.924061098365061
2020-12-02,750,6,720.0,24.0,1937.083527041686,0.8
2020-12-02,0,0,0.0,0.0,,
2020-12-02,82489,2614,0.0,79875.0,2628.210029949659,3.168907369467444
2020-12-03,6,0,3.0,3.0,39.994667377682966,0.0
2020-12-03,272,9,216.0,47.0,436.78640823470846,3.3088235294117645
2020-12-03,72,1,71.0,0.0,238.11886099811488,1.3888888888888888
2020-12-03,288,2,257.0,29.0,438.2227632379793,0.6944444444444444
2020-12-03,1458,48,1012.0,398.0,855.1369802755441,3.292181069958848
2020-12-03,1438725,52601,0.0,1386124.0,2570.1982235624505,3.6560843802672505
2020-12-03,17,0,15.0,2.0,488.0849842090152,0.0
2020-12-03,1038,5,960.0,73.0,3080.941497729364,0.4816955684007707
2020-12-03,369,25,344.0,0.0,433.9542760372565,6.775067750677507
2020-12-03,13,1,12.0,0.0,260.05201040208044,7.6923076923076925
2020-12-03,53728,1026,0.0,52702.0,2855.4421768707484,1.909618820726623
2020-12-03,3,0,3.0,0.0,,
2020-12-03,97720,3848,0.0,93872.0,1788.662529972727,3.937781416291445
2020-12-03,751,6,733.0,12.0,1939.6663050777413,0.7989347536617842
2020-12-03,0,0,0.0,0.0,,
2020-12-03,83961,2638,0.0,81323.0,2675.109921621105,3.141934945986827
2020-12-04,7,0,3.0,4.0,46.66044527396347,0.0
2020-12-04,278,9,216.0,53.0,446.4214025340035,3.237410071942446
2020-12-04,72,1,71.0,0.0,238.11886099811488,1.3888888888888888
2020-12-04,288,2,257.0,29.0,438.2227632379793,0.6944444444444444
2020-12-04,1526,48,1012.0,466.0,895.0199121402472,3.145478374836173
2020-12-04,1452137,53025,0.0,1399112.0,2594.157978605575,3.651514974138115
